team,conf,record,torvik_rating,torvik_rk,kp_rating,kp_rk,net,elo,resume,wins_above_bubble,wins_above_bubble_rk,torvik_seed,quad1,quad2,quad3,quad4,torvik_off,torvik_off_rk,torvik_def,torvik_def_rk,torvik_tempo,torvik_tempo_rk,kp_off,kp_off_rk,kp_def,kp_def_rk,kp_tempo,kp_tempo_rk,kp_sos,kp_sos_rk,date
Marshall,SB,13-20,0.335999,242,-5.39,239,245,276,274,-13.892695032824,294,194,0-4,0-4,4-5,8-7,99.9624,264,106.062,192,70.4871,42,101.4,261,106.8,188,70.4,45,0.01,164,2024-03-20
Florida Gulf Coast,ASun,14-18,0.340221,239,-5.47,242,246,260,291,-13.160050391877,276,197,0-2,1-2,0-5,10-9,101.957,236,108.001,234,63.8313,340,103.3,233,108.8,231,63.8,341,-2.21,227,2024-03-20
Portland St.,BSky,17-15,0.333141,245,-5.94,248,247,231,247,-10.879029311627,220,168,0-1,0-0,5-9,9-5,98.4734,291,104.599,160,69.2119,80,99.7,292,105.6,161,69.2,77,-2.99,255,2024-03-20
South Alabama,SB,16-16,0.380987,219,-4.47,222,248,222,218,-11.041048215235,224,164,0-2,0-2,3-7,11-4,102.984,219,107.424,220,67.9996,141,104.5,214,108.9,235,68.2,130,-2.31,232,2024-03-20
Albany,AE,13-19,0.323127,251,-5.71,244,249,284,246,-13.872787923823,293,192,0-1,0-5,2-8,10-5,103.821,205,110.716,288,72.9845,6,105.3,196,111,277,73,6,-3.08,259,2024-03-20
Central Connecticut,NEC,20-11,0.270006,280,-7.38,262,250,204,227,-8.0796609317802,164,136,0-0,0-2,2-4,16-5,99.5406,276,108.533,242,66.656,231,101.1,270,108.4,218,66.8,220,-9.96,362,2024-03-20
Idaho St.,BSky,14-20,0.329375,247,-6.71,255,251,255,307,-15.333420717612,313,216,0-1,0-0,3-11,9-8,102.464,222,108.999,248,63.7836,341,103.4,227,110.1,256,63.9,340,-3.29,264,2024-03-20
North Florida,ASun,16-16,0.345256,236,-5.43,240,252,249,248,-11.448005373581,234,175,0-1,0-4,0-5,13-6,105.577,171,111.618,313,67.0713,205,107.1,158,112.6,317,67.1,204,-3.31,266,2024-03-20
North Alabama,ASun,15-17,0.29849,263,-6.1,250,253,239,257,-11.965402211181,249,179,0-3,0-2,1-6,12-6,103.958,203,111.977,320,67.7036,159,105.8,184,111.9,298,67.8,155,-2.87,250,2024-03-20
San Diego,WCC,18-15,0.329232,248,-7.06,259,254,210,149,-7.8318931002825,156,135,0-6,1-3,3-4,12-2,100.038,263,106.424,200,71.109,30,100.5,277,107.5,206,71,32,-0.18,172,2024-03-20
North Dakota St.,Sum,15-17,0.304806,261,-8.31,278,255,252,252,-11.875945553167,246,184,0-2,1-1,3-8,8-6,103.121,215,110.786,290,65.6106,284,104,218,112.4,311,65.6,284,-1.36,207,2024-03-20
Niagara,MAAC,16-16,0.266074,286,-7.87,269,256,250,300,-12.343053202086,255,178,0-0,0-2,5-5,10-9,101.469,243,110.828,291,67.2394,191,103.4,229,111.2,281,67.3,189,-5.87,322,2024-03-20
Southern,SWAC,18-14,0.317898,253,-7.69,265,257,233,177,-8.1547520144597,166,145,1-4,1-0,0-1,13-9,96.4992,319,103.123,138,67.6481,164,97,322,104.7,144,67.4,173,-5.82,320,2024-03-20
Ball St.,MAC,15-16,0.308622,260,-7.75,266,258,275,244,-12.461284076284,264,183,0-1,0-2,0-8,13-5,102.13,228,109.55,266,66.5938,238,103,239,110.7,269,66.8,221,-6.1,326,2024-03-20
Cal St. Bakersfield,BW,13-19,0.330141,246,-5.87,246,259,258,253,-13.699588401523,287,204,0-1,0-4,2-9,9-5,99.7512,271,106.081,194,64.6618,323,101.2,266,107.1,197,64.7,320,-1,195,2024-03-20
Western Illinois,OVC,21-12,0.297497,264,-7.88,270,260,197,232,-7.9566806521192,161,148,0-3,0-1,2-2,15-6,97.0286,313,104.556,158,64.557,327,97.9,314,105.8,167,64.6,324,-6.99,342,2024-03-20
Kennesaw St.,ASun,15-16,0.271767,277,-7.38,263,261,298,301,-12.465894655452,263,193,0-0,0-2,0-5,12-9,103.549,209,112.816,333,73.9922,4,105.3,195,112.7,318,74,4,-3.92,282,2024-03-20
UTSA,Amer,11-21,0.34273,237,-6.64,253,262,285,191,-14.63574871559,306,201,1-1,1-4,1-11,7-5,106.287,156,112.479,329,70.5077,41,107,162,113.6,332,70.5,43,0.2,156,2024-03-20
The Citadel,SC,11-21,0.267557,284,-7.05,258,263,313,260,-15.721066749528,315,228,0-2,1-4,1-9,6-6,100.736,256,109.955,274,65.3069,299,103,240,110,251,65.4,296,-0.17,170,2024-03-20
Denver,Sum,17-17,0.268388,282,-7.69,264,264,266,285,-12.242085830027,254,198,0-2,0-2,2-5,11-8,105.754,166,115.39,352,70.4217,45,107.8,145,115.5,351,70.3,48,-3.2,262,2024-03-20
Central Michigan,MAC,18-14,0.295523,266,-8.35,279,265,199,199,-8.1335945790489,165,138,0-3,1-3,2-3,14-5,95.6186,326,103.121,137,65.2753,302,96.6,328,105,150,65,310,-3.38,268,2024-03-20
Canisius,MAAC,14-18,0.312921,255,-8.25,274,266,251,271,-13.16198968977,274,190,0-1,1-2,3-8,9-7,99.6943,273,106.751,211,66.9771,212,100.2,284,108.5,220,66.8,224,-2.68,245,2024-03-20
Lehigh,Pat,14-18,0.288166,271,-7.28,261,267,261,292,-13.410377345338,282,207,0-2,0-4,1-3,11-9,98.6282,289,106.697,210,69.9901,52,99.6,293,106.9,191,69.9,54,-5.85,321,2024-03-20
Queens,NA,14-19,0.312106,258,-7.81,268,268,NA,NA,-13.459431016116,NA,NA,0-3,0-3,3-5,9-8,103.536,211,110.902,296,72.7307,10,104,219,111.8,295,72.6,11,-1.23,204,2024-03-20
Air Force,MWC,9-22,0.360691,227,-7.19,260,269,297,133,-13.521782096874,286,210,1-8,1-2,0-7,7-5,106.303,155,111.728,316,61.884,359,105.9,182,113.1,322,61.8,359,3.18,107,2024-03-20
Nebraska Omaha,Sum,15-18,0.291803,267,-6.88,257,270,282,298,-13.269174574969,279,218,0-2,0-2,1-5,10-9,102.505,221,110.721,289,67.3173,186,104.1,217,111,275,67.3,186,-3.76,278,2024-03-20
Southern Utah,WAC,10-21,0.312175,257,-6.19,251,271,305,278,-15.276837588746,311,232,0-3,0-4,2-7,6-7,103.772,206,111.151,302,69.4992,71,105.8,185,112,300,69.5,70,0.56,147,2024-03-20
North Carolina Central,MEAC,18-13,0.300198,262,-6.65,254,272,243,265,-9.540691552793,195,167,0-2,0-1,0-3,14-7,104.144,196,112.097,322,66.4098,247,104.9,204,111.6,291,66.5,243,-8.11,350,2024-03-20
Howard,MEAC,18-16,0.291402,268,-8.26,276,273,234,284,-12.063947081456,272,16,0-1,0-3,1-5,15-8,104.476,192,112.869,335,67.6799,161,105.5,192,113.7,334,67.5,163,-6.93,339,2024-03-20
Binghamton,AE,15-15,0.280874,272,-8.85,283,274,227,215,-10.58254572866,217,174,0-2,0-3,1-6,12-4,101.27,247,109.897,273,66.5158,241,102.5,247,111.4,286,66.2,255,-3.52,271,2024-03-20
Jacksonville,ASun,16-17,0.233391,299,-8.09,271,275,272,297,-11.913309802552,247,199,0-4,0-0,1-4,12-9,98.4255,292,109.149,253,65.7467,273,101.1,268,109.2,240,65.5,291,-3.54,272,2024-03-20
Oral Roberts,Sum,12-19,0.271588,279,-8.64,281,276,307,261,-13.428134568156,283,222,0-3,0-3,2-7,7-6,102.112,229,111.259,306,67.615,168,103.5,225,112.2,306,67.6,160,-0.71,190,2024-03-20
Bucknell,Pat,14-19,0.289561,270,-8.26,275,277,270,290,-14.489567662809,305,205,0-1,1-4,0-5,13-9,98.6433,288,106.65,207,64.7798,320,100.3,280,108.6,225,64.7,319,-5.63,317,2024-03-20
Texas Southern,SWAC,16-17,0.267113,285,-8.29,277,278,237,288,-10.603626851984,230,191,0-5,0-2,0-1,15-9,97.8591,302,106.836,215,67.6431,165,98.7,305,107,195,67.9,145,-6.76,338,2024-03-20
Grambling St.,SWAC,20-14,0.280517,273,-7.81,267,279,180,234,-8.0234645930995,162,16,0-6,0-0,0-2,17-6,97.6657,307,106.002,191,64.8926,313,99.3,297,107.1,196,64.8,316,-5.62,316,2024-03-20
SIU Edwardsville,OVC,17-16,0.247945,287,-9.51,286,280,277,296,-11.966268753497,248,195,0-2,0-1,1-4,13-9,99.6812,274,109.778,269,66.8483,218,101.3,262,110.9,272,67.1,205,-6.57,334,2024-03-20
Presbyterian,BSth,14-18,0.26776,283,-8.1,272,281,292,305,-14.020785999178,299,219,0-1,0-1,2-7,9-9,101.606,241,110.895,295,67.4409,177,103.4,232,111.5,288,67.2,194,-4.24,288,2024-03-20
Tennessee St.,OVC,18-15,0.239045,296,-9.86,289,282,259,275,-11.387733706065,233,187,0-2,0-1,0-5,14-7,97.5828,310,107.92,231,68.2596,130,99,302,108.8,232,68.4,123,-6.69,335,2024-03-20
UMBC,AE,11-21,0.316043,254,-8.23,273,283,296,312,-16.783320865867,323,234,0-1,0-2,1-9,9-9,104.284,193,111.525,310,73.159,5,105,202,113.3,327,73,5,-4.62,297,2024-03-20
Georgia Southern,SB,9-24,0.29067,269,-8.5,280,284,303,321,-17.780477435435,333,243,0-4,0-4,0-5,9-11,104.26,195,112.67,331,68.8475,94,104.8,207,113.3,330,68.9,94,-0.84,193,2024-03-20
Utah Tech,NA,11-20,0.274783,275,-9.28,285,285,NA,NA,-14.040621011108,NA,NA,0-3,0-5,2-8,8-4,99.0304,284,107.75,225,70.209,50,99.6,294,108.8,233,70.3,46,0.31,154,2024-03-20
Sacred Heart,NEC,16-16,0.24043,293,-10.04,292,286,283,318,-12.714693391069,268,206,0-2,0-1,0-2,14-11,100.968,254,111.59,312,69.1785,82,102.1,252,112.2,303,69.2,80,-9.63,361,2024-03-20
American,Pat,16-16,0.237851,298,-10.25,294,287,299,294,-12.382297563306,261,196,0-2,1-1,0-3,14-10,101.968,234,112.834,334,62.8526,355,103.6,223,113.8,336,62.7,355,-9.33,359,2024-03-20
Middle Tennessee,CUSA,14-19,0.297328,265,-8.79,282,288,230,219,-13.15104011669,275,200,0-1,1-1,3-14,8-3,97.9496,299,105.556,183,65.2793,301,98.1,311,106.9,190,65.4,295,0.55,149,2024-03-20
New Mexico St.,CUSA,13-19,0.27426,276,-9.9,290,289,273,220,-12.469167457642,265,214,0-3,0-2,3-11,6-3,99.1019,283,107.853,228,66.1556,259,99.3,296,109.2,241,66.1,261,2.72,116,2024-03-20
Wagner,NEC,16-15,0.239726,295,-10.09,293,290,228,304,-11.6648487631,237,16,0-2,0-0,3-3,12-10,94.9536,333,104.978,174,61.2795,361,95.8,334,105.9,171,61.3,361,-8.19,352,2024-03-20
Boston University,Pat,16-17,0.240415,294,-10.31,295,291,271,325,-14.092018123656,303,209,0-0,0-3,0-2,15-12,97.7303,306,108.012,235,65.7941,270,98.4,309,108.7,227,65.7,274,-8.15,351,2024-03-20
Western Michigan,MAC,12-20,0.190388,318,-11.29,304,292,294,282,-15.107806883519,309,225,0-2,0-3,3-8,8-7,97.8552,303,110.981,297,68.3973,119,100,289,111.3,284,68.4,115,-3.06,258,2024-03-20
Old Dominion,SB,7-25,0.242748,291,-9.71,287,293,333,323,-19.262567002508,348,255,0-3,0-6,2-5,4-11,97.7692,305,107.936,232,69.7775,61,99,301,108.7,228,70,53,0.12,159,2024-03-20
FIU,CUSA,11-22,0.245663,289,-9.06,284,294,300,302,-16.259139251529,318,236,0-2,0-2,3-10,7-8,99.8443,270,110.075,275,70.2328,49,101.6,259,110.6,265,70.2,50,-1.12,200,2024-03-20
Portland,WCC,12-21,0.28001,274,-10.77,299,295,274,245,-13.244163896008,277,224,0-7,0-4,4-4,6-6,103.479,213,112.336,328,67.6413,166,103.4,231,114.1,337,67.4,171,2.17,126,2024-03-20
South Carolina St.,MEAC,14-18,0.238322,297,-10.94,301,296,278,276,-12.89574062979,269,220,0-3,0-2,0-6,12-7,98.0361,297,108.459,241,68.751,100,99.1,299,110.1,254,68.5,108,-4.71,299,2024-03-20
Chicago St.,ind,12-18,0.222972,305,-11.06,302,297,288,200,-12.348694137738,258,213,1-2,0-4,1-6,7-6,96.6291,315,107.71,223,65.2022,307,98.9,304,109.9,250,64.4,331,-1.19,202,2024-03-20
Northern Illinois,MAC,11-20,0.225301,303,-11.52,305,298,308,272,-14.143614369578,304,227,0-4,2-1,3-7,4-8,101.119,249,112.583,330,68.171,132,102.2,251,113.7,335,68,141,0.05,161,2024-03-20
Alcorn St.,SWAC,14-18,0.233381,300,-10.61,297,299,244,233,-11.377173231668,232,208,0-5,0-5,0-2,13-6,105.002,178,116.443,356,66.6049,237,106.2,175,116.8,355,66.4,248,-3.8,280,2024-03-20
Jackson St.,SWAC,15-17,0.209665,309,-12.08,309,300,264,295,-11.619900465516,240,202,0-4,0-0,2-4,13-9,99.5263,277,111.699,315,68.6873,102,100.4,278,112.5,314,68.4,120,-6.36,330,2024-03-20
Le Moyne,NA,15-17,0.214296,307,-10.91,300,301,NA,NA,-13.748304277136,NA,NA,0-1,0-1,1-5,11-10,98.6061,290,110.4,280,67.354,182,100.1,286,111,279,67.2,192,-8.55,355,2024-03-20
Valparaiso,MVC,7-25,0.240497,292,-10.76,298,302,323,249,-17.334454045539,329,247,0-5,0-6,1-9,5-5,99.3536,279,109.802,270,67.8285,150,100.2,281,111,278,67.9,150,2.75,114,2024-03-20
USC Upstate,BSth,10-20,0.268824,281,-9.86,288,303,309,309,-15.163759057479,310,237,0-1,1-2,2-7,4-10,99.1972,280,108.215,237,67.0232,210,100,287,109.9,248,67,209,-0.51,180,2024-03-20
Delaware St.,MEAC,15-18,0.231398,301,-10.04,291,304,291,328,-13.991970724571,298,223,0-2,0-1,0-3,13-12,94.5606,338,104.965,173,68.6979,101,95.7,335,105.8,166,68.5,110,-7.05,343,2024-03-20
Campbell,CAA,14-18,0.225186,304,-12.27,311,305,293,289,-13.737670354716,288,221,0-1,0-4,2-5,9-8,100.427,260,111.819,319,66.2955,251,100.7,275,112.9,321,66.5,244,-4.95,304,2024-03-20
Robert Morris,Horz,10-22,0.193915,316,-11.58,306,306,322,280,-17.174822571686,327,242,0-2,0-2,1-12,7-6,99.7352,272,112.89,336,67.025,209,101.7,257,113.3,326,66.9,214,-2.7,246,2024-03-20
Southeastern Louisiana,Slnd,15-17,0.218527,306,-11.11,303,307,286,268,-11.686705539457,243,211,0-3,1-3,1-3,10-8,97.9218,300,109.396,259,64.7056,322,98.9,303,110.1,252,64.8,318,-4.74,300,2024-03-20
Bethune Cookman,SWAC,17-16,0.199814,313,-11.82,308,308,256,314,-12.359717361563,260,212,0-2,0-1,0-2,15-11,96.581,316,108.965,247,69.3935,72,97.4,317,109.2,242,69.5,72,-8.43,353,2024-03-20
Louisiana Monroe,SB,11-19,0.244802,290,-10.5,296,309,302,281,-13.312763660867,281,231,0-4,0-0,3-8,6-7,99.9355,268,110.221,277,67.0129,211,100.1,285,110.6,263,67.2,195,-0.36,178,2024-03-20
Elon,CAA,13-19,0.207222,310,-13.25,317,310,306,277,-14.000800247908,296,226,0-2,1-3,0-6,10-8,101.083,251,113.592,342,67.5854,170,101.9,256,115.1,347,67.4,178,-4.43,292,2024-03-20
Eastern Illinois,OVC,14-18,0.181214,320,-13.58,320,311,315,306,-13.092120261532,273,233,0-3,0-2,2-3,8-10,95.2192,331,108.562,243,66.4855,242,96.2,331,109.8,247,66.6,237,-6.13,327,2024-03-20
Northern Arizona,BSky,14-19,0.191608,317,-12.16,310,312,281,263,-13.452640490527,285,215,0-3,1-0,2-10,11-6,97.791,304,110.832,292,68.2285,131,99.1,300,111.3,283,68.2,129,-2.45,237,2024-03-20
Lafayette,Pat,11-21,0.175415,323,-13.31,318,313,325,303,-16.908640590511,325,239,0-1,1-2,0-9,9-9,93.089,346,106.5,202,65.2085,306,93.7,346,107,192,65.2,304,-5.47,315,2024-03-20
Alabama St.,SWAC,13-19,0.176005,322,-12.72,314,314,320,313,-13.798431262766,291,238,0-4,0-3,0-1,10-11,91.7173,353,104.893,170,67.1045,202,92.9,352,105.6,162,67.1,200,-5.96,323,2024-03-20
Charleston Southern,BSth,10-20,0.180068,321,-13.03,316,315,310,299,-14.070321878416,302,240,0-4,0-2,2-5,5-9,93.5857,342,106.772,212,66.7298,229,95.4,336,108.5,221,66.8,222,0.62,146,2024-03-20
Navy,Pat,13-18,0.151019,327,-14.12,323,316,314,331,-15.304292187251,312,235,0-0,0-3,0-3,12-12,95.7039,325,111.208,305,65.3814,296,96.9,325,111,276,65.5,293,-9.6,360,2024-03-20
Sacramento St.,BSky,10-24,0.210237,308,-12.55,312,317,312,348,-18.946471318516,343,254,0-1,0-1,4-10,4-12,97.5839,309,109.486,264,63.9248,339,98.3,310,110.9,271,63.9,339,-1.58,211,2024-03-20
Bellarmine,NA,8-23,0.227664,302,-12.85,315,318,NA,NA,-17.388838809994,NA,NA,0-4,0-1,1-7,4-11,99.8705,269,111.063,300,64.9999,310,100.4,279,113.2,325,64.8,317,0.09,160,2024-03-20
Coastal Carolina,SB,9-22,0.198181,314,-12.66,313,319,327,308,-17.624556258565,332,248,0-2,0-3,1-8,6-9,98.3139,294,111.019,299,69.2588,76,99.5,295,112.2,305,69.4,73,-2.19,226,2024-03-20
DePaul,BE,3-29,0.247588,288,-11.67,307,320,338,176,-14.808199734357,308,259,0-15,0-9,0-2,3-3,100.65,257,110.864,293,67.6778,162,101.2,267,112.8,319,67.5,164,12.52,10,2024-03-20
Idaho,BSky,11-21,0.206371,311,-13.66,321,321,317,311,-16.643196262498,321,245,0-1,0-2,2-9,7-9,98.4073,293,110.635,285,64.8124,316,98.4,307,112.1,301,64.8,315,-3.51,270,2024-03-20
South Dakota,Sum,12-20,0.19818,315,-13.82,322,322,318,327,-16.353724203678,319,244,0-0,0-2,1-7,8-11,103.065,218,116.384,355,68.7762,98,103.1,236,117,356,68.6,104,-4.18,287,2024-03-20
Eastern Michigan,MAC,13-18,0.167628,324,-15.01,325,323,304,293,-13.992752014773,297,230,0-2,1-1,0-6,10-9,96.0385,324,110.399,279,65.2677,304,96.9,323,111.9,297,65.2,306,-4.99,306,2024-03-20
Fairleigh Dickinson,NEC,15-17,0.129234,337,-15.29,326,324,301,336,-13.824450875928,292,229,0-2,0-0,0-2,13-13,95.4862,327,112.716,332,72.1585,15,98,312,113.3,329,72.1,15,-8.92,357,2024-03-20
William & Mary,CAA,10-23,0.202005,312,-13.51,319,325,324,319,-18.608688776429,341,252,0-1,0-2,0-11,8-9,99.5552,275,112.188,323,65.8238,269,100.7,274,114.2,340,65.8,272,-4.48,295,2024-03-20
Alabama A&M,SWAC,11-22,0.134907,333,-15.45,327,326,311,337,-17.563084406871,331,246,0-2,0-2,0-6,11-12,92.1004,350,108.252,238,70.29,47,93.5,347,109,237,70.3,47,-6.55,333,2024-03-20
Prairie View A&M,SWAC,10-21,0.103085,349,-16.94,335,327,341,350,-16.020854195103,317,251,0-3,0-2,2-1,6-15,93.0219,348,112.276,327,70.8122,34,94.5,344,111.4,287,70.6,37,-5.28,313,2024-03-20
Arkansas Pine Bluff,SWAC,13-18,0.137379,331,-17.14,336,328,321,320,-13.283975317699,280,241,0-3,0-2,0-1,9-12,100.861,255,118.333,360,71.851,17,102,255,119.1,361,71.8,17,-7.82,349,2024-03-20
Southern Indiana,NA,8-24,0.155151,325,-15.79,328,329,NA,NA,-19.157677757938,NA,NA,0-3,1-1,0-6,4-14,96.3884,321,111.693,314,69.0153,88,96.1,332,111.9,296,68.9,93,-5.03,307,2024-03-20
NJIT,AE,7-21,0.151407,326,-16.92,334,330,330,341,-16.708373987734,322,250,0-1,0-3,3-4,3-13,97.3971,311,113.146,337,66.3649,248,97.5,316,114.4,343,66.2,256,-2.52,241,2024-03-20
UT Rio Grande Valley,WAC,6-25,0.136135,332,-16.44,330,331,348,322,-19.313114073431,350,271,0-3,0-3,2-9,2-10,94.4198,339,110.878,294,71.1625,27,95.3,338,111.8,293,71.2,28,0.72,144,2024-03-20
Northwestern St.,Slnd,9-23,0.183241,319,-14.49,324,332,334,343,-18.305721614915,339,260,0-3,0-2,0-5,7-13,97.0853,312,110.559,284,67.4639,175,97.8,315,112.3,310,67.3,182,-4.97,305,2024-03-20
Texas A&M Commerce,NA,13-20,0.12803,338,-16.31,329,333,NA,NA,-13.931737855751,NA,NA,0-6,1-1,0-4,9-9,94.2927,340,111.411,308,66.1446,260,94.9,341,111.2,280,66.1,259,-3.64,275,2024-03-20
Dartmouth,Ivy,6-21,0.139899,330,-16.89,333,334,329,273,-15.808321358367,316,253,0-2,0-4,0-9,4-6,93.2803,345,109.239,254,64.9804,311,93.3,350,110.2,258,65,309,1.1,139,2024-03-20
Manhattan,MAAC,7-23,0.132229,335,-17.18,337,335,342,345,-18.284356321741,337,265,0-2,0-0,1-9,5-12,94.8908,334,111.757,318,68.3014,126,95.3,339,112.4,312,68,142,-3.16,261,2024-03-20
Tennessee Tech,OVC,10-21,0.104643,348,-16.59,331,336,331,335,-17.238380045895,328,256,0-1,0-1,0-8,7-11,94.0852,341,113.394,338,65.6437,281,96.3,330,112.9,320,65.5,288,-4.84,302,2024-03-20
Hampton,CAA,9-24,0.146391,328,-17.98,341,337,328,338,-20.021861962437,352,267,0-0,0-3,1-10,5-11,95.3981,329,111.205,304,69.706,64,94.5,343,112.5,316,69.6,66,-3.91,281,2024-03-20
Army,Pat,10-22,0.106763,346,-18.83,345,338,345,358,-19.448448995079,351,257,0-0,0-2,0-3,8-17,90.5563,355,108.928,244,63.0101,352,90.9,357,109.8,246,63,351,-9,358,2024-03-20
Morgan St.,MEAC,11-20,0.133452,334,-16.83,332,339,319,332,-15.398741977606,314,249,0-3,0-2,0-3,8-12,96.5213,318,113.572,341,70.5682,39,97.4,318,114.2,339,70.7,35,-5.14,310,2024-03-20
New Orleans,Slnd,10-23,0.145137,329,-17.92,340,340,337,334,-17.902720762166,334,264,0-3,0-4,0-4,6-12,98.027,298,114.37,350,71.2252,26,98,313,115.9,352,71.5,20,-3.71,277,2024-03-20
Florida A&M,SWAC,6-23,0.107176,345,-18.11,342,341,343,342,-16.784103439882,324,269,0-6,0-2,0-0,5-14,91.8694,352,110.466,282,68.0619,137,93.2,351,111.3,285,68.3,127,-3.56,273,2024-03-20
Cal Poly,BW,4-28,0.11623,339,-17.57,338,342,354,351,-23.247676543135,360,278,0-0,0-2,1-14,2-12,93.501,344,111.539,311,65.66,280,94.7,342,112.2,308,65.8,271,-0.68,188,2024-03-20
North Carolina A&T,CAA,7-25,0.111139,341,-19.43,346,343,339,315,-18.986738017053,344,268,0-3,0-6,0-6,7-10,94.8374,335,113.631,344,67.9147,143,96,333,115.4,350,67.6,159,-2.23,231,2024-03-20
Central Arkansas,ASun,9-23,0.130885,336,-17.72,339,344,336,352,-18.872469621081,342,263,0-2,0-0,1-7,6-14,96.3723,322,113.618,343,69.1148,84,97.3,320,115,346,69.2,82,-4.45,294,2024-03-20
Buffalo,MAC,4-27,0.107666,343,-19.55,347,345,355,346,-22.034673025442,356,277,0-3,0-2,0-10,3-12,94.823,336,113.967,346,68.9473,91,95.4,337,115,345,69,87,-2.05,223,2024-03-20
Loyola MD,Pat,7-25,0.110911,342,-20.11,350,346,349,359,-20.833152397199,353,273,0-1,0-3,1-4,5-17,93.5335,343,112.092,321,65.6965,277,93.4,348,113.5,331,65.7,279,-6.23,328,2024-03-20
Incarnate Word,Slnd,8-23,0.10719,344,-18.71,343,347,350,357,-19.287411372722,349,266,0-2,0-1,1-4,5-16,95.2048,332,114.475,351,69.852,57,96.6,329,115.3,349,69.9,57,-6.43,331,2024-03-20
LIU Brooklyn,NEC,7-22,0.111736,340,-18.82,344,348,335,347,-18.281134105482,336,261,0-0,0-3,1-6,6-13,92.8192,349,111.155,303,70.2829,48,93.3,349,112.1,302,70.2,49,-5.74,318,2024-03-20
Maryland Eastern Shore,MEAC,9-20,0.0877596,351,-19.83,349,349,340,324,-16.431715822565,320,262,0-2,0-1,0-6,5-11,88.8885,359,108.959,246,67.117,200,89.7,359,109.5,243,67,206,-4.57,296,2024-03-20
Holy Cross,Pat,10-23,0.0947879,350,-19.57,348,350,332,353,-19.256502859542,347,258,0-1,0-3,1-4,8-15,99.1822,281,120.684,362,65.6667,279,100.8,273,120.4,362,65.7,275,-7.49,348,2024-03-20
Southeast Missouri St.,OVC,9-22,0.0785265,354,-21.17,352,351,344,340,-18.268760935485,338,272,0-2,0-1,0-7,5-12,90.1957,357,111.733,317,69.1979,81,91.3,356,112.5,313,69,88,-5.1,308,2024-03-20
St. Francis PA,NEC,8-22,0.060794,359,-22.23,355,352,352,354,-18.605080990105,340,270,0-1,0-3,0-2,6-16,93.0471,347,118.055,359,65.4435,292,94.4,345,116.6,354,65.3,300,-7.3,345,2024-03-20
Siena,MAAC,4-28,0.07387,356,-22.52,357,353,357,360,-23.607068012309,361,279,0-1,0-2,0-9,4-16,90.0685,358,112.22,324,65.9353,265,90.6,358,113.2,323,65.9,268,-3.41,269,2024-03-20
Lindenwood,NA,9-22,0.075521,355,-22.36,356,354,NA,NA,-18.058619248658,NA,NA,0-2,0-1,0-3,6-16,91.2429,354,113.447,339,67.3576,181,91.8,355,114.2,338,67,208,-6.93,340,2024-03-20
Stonehill,NA,4-27,0.0627841,358,-22.89,358,355,NA,NA,-21.952762943859,NA,NA,0-2,0-3,0-7,3-15,90.3342,356,114.272,348,68.0726,136,91.9,354,114.8,344,67.6,162,-4.92,303,2024-03-20
Detroit,Horz,1-31,0.105136,347,-20.61,351,356,360,344,-24.771674538089002,362,282,0-3,0-4,0-13,1-11,96.3902,320,116.119,353,67.0381,207,96.8,326,117.4,357,66.7,228,-0.31,177,2024-03-20
Houston Christian,Slnd,6-23,0.0805407,353,-21.98,353,357,351,330,-17.06131883689,326,274,0-6,0-2,0-3,4-12,96.5343,317,119.3,361,71.5238,21,96.7,327,118.7,360,71.3,23,-2.53,242,2024-03-20
VMI,SC,4-28,0.0651022,357,-22.04,354,358,358,333,-22.640018012285,357,281,0-3,0-3,0-12,1-10,87.7959,360,110.687,287,74.6732,2,89.2,360,111.2,282,74.6,2,0.19,157,2024-03-20
Pacific,WCC,6-26,0.0850425,352,-22.91,359,359,353,326,-19.102853523048,345,275,0-6,1-2,0-6,3-12,94.7722,337,116.52,357,68.2778,127,95.2,340,118.1,359,68.2,128,-0.04,165,2024-03-20
IUPUI,Horz,6-26,0.0607366,360,-25.63,360,360,356,339,-21.570041012957,354,276,0-1,0-3,1-11,2-11,92.0977,351,116.861,358,67.2853,188,92.1,353,117.7,358,67.3,181,-2.97,254,2024-03-20
Coppin St.,MEAC,2-27,0.0444944,361,-25.86,361,361,361,362,-22.943386180739,359,280,0-2,0-1,0-7,2-17,85.0843,362,111.089,301,66.2929,252,85.6,361,111.5,289,66,264,-5.13,309,2024-03-20
Mississippi Valley St.,SWAC,1-30,0.0283428,362,-31.26,362,362,362,361,-22.678411632457,358,283,0-6,0-3,0-3,1-18,85.4333,361,116.175,354,64.505,328,85.3,362,116.5,353,64.6,326,-2.34,234,2024-03-20
Team,Conf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-20
